epoch,step,train_dataset_iou,train_loss,train_per_image_iou,valid_dataset_iou,valid_loss,valid_per_image_iou
23,3863,0.5863815546035767,0.36010095477104187,0.5863815546035767,,,
24,4024,,,,0.5752710103988647,0.43891996145248413,0.5752710103988647
24,4024,0.5752710103988647,0.35616323351860046,0.5752710103988647,,,
25,4185,,,,0.514771044254303,0.4379849135875702,0.514771044254303
25,4185,0.514771044254303,0.3522281348705292,0.514771044254303,,,
26,4346,,,,0.5129263997077942,0.4371386766433716,0.5129263997077942
26,4346,0.5129263997077942,0.3478175401687622,0.5129263997077942,,,
27,4507,,,,0.5172258019447327,0.4360407292842865,0.5172258019447327
27,4507,0.5172258019447327,0.34417951107025146,0.5172258019447327,,,
28,4668,,,,0.5455874800682068,0.43517982959747314,0.5455874800682068
28,4668,0.5455874800682068,0.34082141518592834,0.5455874800682068,,,
29,4829,,,,0.5094548463821411,0.43426790833473206,0.5094548463821411
29,4829,0.5094548463821411,0.3376277983188629,0.5094548463821411,,,
30,4990,,,,0.5588963031768799,0.43325507640838623,0.5588963031768799
30,4990,0.5588963031768799,0.3342486321926117,0.5588963031768799,,,
31,5151,,,,0.5483535528182983,0.43229353427886963,0.5483535528182983
31,5151,0.5483535528182983,0.33081433176994324,0.5483535528182983,,,
32,5312,,,,0.5606410503387451,0.43175384402275085,0.5606410503387451
32,5312,0.5606410503387451,0.3275517225265503,0.5606410503387451,,,
33,5473,,,,0.5632748603820801,0.4307834804058075,0.5632748603820801
33,5473,0.5632748603820801,0.32426896691322327,0.5632748603820801,,,
34,5634,,,,0.5316130518913269,0.42974719405174255,0.5316130518913269
34,5634,0.5316130518913269,0.3212815225124359,0.5316130518913269,,,
35,5795,,,,0.5487789511680603,0.4290366470813751,0.5487789511680603
35,5795,0.5487789511680603,0.31868889927864075,0.5487789511680603,,,
36,5956,,,,0.576720654964447,0.42827510833740234,0.576720654964447
36,5956,0.576720654964447,0.3161153495311737,0.576720654964447,,,
37,6117,,,,0.5250195860862732,0.4280846416950226,0.5250195860862732
37,6117,0.5250195860862732,0.3142857849597931,0.5250195860862732,,,
38,6278,,,,0.5196180939674377,0.42749008536338806,0.5196180939674377
38,6278,0.5196180939674377,0.3118334710597992,0.5196180939674377,,,
39,6439,,,,0.5649874210357666,0.42680177092552185,0.5649874210357666
39,6439,0.5649874210357666,0.3093734085559845,0.5649874210357666,,,
40,6600,,,,0.5495433807373047,0.426079124212265,0.5495433807373047
40,6600,0.5495433807373047,0.3070482015609741,0.5495433807373047,,,
41,6761,,,,0.5361320376396179,0.42593416571617126,0.5361320376396179
41,6761,0.5361320376396179,0.3046706020832062,0.5361320376396179,,,
42,6922,,,,0.5154715776443481,0.42556238174438477,0.5154715776443481
42,6922,0.5154715776443481,0.3024357259273529,0.5154715776443481,,,
43,7083,,,,0.568376898765564,0.42522841691970825,0.568376898765564
43,7083,0.568376898765564,0.3003379702568054,0.568376898765564,,,
44,7244,,,,0.5243322849273682,0.42515456676483154,0.5243322849273682
44,7244,0.5243322849273682,0.2981840968132019,0.5243322849273682,,,
45,7245,,,,0.5243322849273682,0.4250839650630951,0.5243322849273682
